folder_no,img_no,Speed,Steering_angle,Cur_position,Cur_yawangle,direction,weight
straight/3,361,1.9996479435775911,-2.5555766074464856e-09,"[88.72665091489411, -2.2599827814892857]",1.570798986561853,0.0,1
straight/3,362,1.9996482937999436,-2.9662385042486046e-09,"[88.52668610255137, -2.259982784696469]",1.570798986459641,0.0,1
straight/3,363,1.999648737592188,-3.250127220395925e-09,"[88.32672124899756, -2.2599827870301117]",1.5707989863709155,0.0,1
straight/3,364,1.9996491415484592,-3.326514456041981e-09,"[88.12675635214244, -2.2599827881517376]",1.5707989862707326,0.0,1
straight/3,365,1.9996493842484426,-3.1749380242596196e-09,"[87.92679142291182, -2.2599827880767736]",1.570798986137184,0.0,1
straight/3,366,1.9996493927337204,-2.8414949098120224e-09,"[87.72682648196323, -2.2599827871698412]",1.5707989859581306,0.0,1
straight/3,367,1.9996491644520489,-2.4251315630502978e-09,"[87.5268615534768, -2.2599827860351276]",1.5707989857349949,0.0,1
straight/3,368,1.9996487680190331,-2.048029633053147e-09,"[87.32689665788703, -2.259982785334809]",1.570798985482451,0.0,1
straight/3,369,1.9996483226110608,-1.8190235961506841e-09,"[87.12693180573957, -2.259982785590046]",1.570798985224145,0.0,1
straight/3,370,1.999647962127063,-1.801006453700042e-09,"[86.92696699452028, -2.259982787024414]",1.57079898498569,0.0,1
straight/3,371,1.9996477949448004,-1.992154253895226e-09,"[86.72700220941059, -2.2599827894967555]",1.5707989847870811,0.0,1
straight/3,372,1.9996478713153691,-2.3265867049898088e-09,"[86.52703742774295, -2.2599827925436853]",1.5707989846367818,0.0,1
straight/3,373,1.99964816827117,-2.6942669077696e-09,"[86.32707262581582, -2.259982795518949]",1.5707989845292616,0.0,1
straight/3,374,1.999648596532401,-2.9741738200877998e-09,"[86.12710778601905, -2.2599827977877496]",1.57079898444674,0.0,1
straight/3,375,1.99964902736285,-3.070764375199232e-09,"[85.92714290212696, -2.259982798917653]",1.570798984364598,0.0,1
straight/3,376,1.9996493312576142,-2.9427742604998505e-09,"[85.7271779811688, -2.2599827988086947]",1.5707989842588366,0.0,1
straight/3,377,1.999649416866589,-2.6157098304346004e-09,"[85.52721304131549, -2.2599827977235605]",1.570798984113356,0.0,1
straight/3,378,1.9996492584568213,-2.1742585416743534e-09,"[85.3272481064178, -2.2599827962088206]",1.5707989839248384,0.0,1
straight/3,379,1.999648903638881,-1.7369137146708008e-09,"[85.1272831988373, -2.259982794930833]",1.5707989837037921,0.0,1
straight/3,380,1.9996484590750676,-1.4204420388395683e-09,"[84.92731833272421, -2.2599827944756594]",1.5707989834714418,0.0,1
straight/3,381,1.9996480584113212,-1.3048544001624226e-09,"[84.72735350976288, -2.2599827951731446]",1.5707989832533769,0.0,1
straight/3,382,1.9996478221017622,-1.4094355112279257e-09,"[84.52738871866478, -2.2599827969979667]",1.5707989830719062,0.0,1
straight/3,383,1.9996478211837203,-1.6870092447344074e-09,"[84.3274239385625, -2.259982799577467]",1.570798982939378,0.0,1
straight/3,384,1.9996480559258036,-2.0381708281817155e-09,"[84.12745914528362, -2.259982802303848]",1.5707989828544893,0.0,1
straight/3,385,1.9996484557482925,-2.341218620105387e-09,"[83.92749431861787, -2.2599828045170502]",1.5707989828026996,0.0,1
straight/3,386,1.9996489004570972,-2.488776260799881e-09,"[83.72752944839223, -2.259982805703328]",1.5707989827606135,0.0,1
straight/3,387,1.9996492563792323,-2.4201085988466416e-09,"[83.52756453752794, -2.2599828056498743]",1.5707989827030207,0.0,1
straight/3,388,1.9996494165226935,-2.1394102320133044e-09,"[83.32759960116181, -2.259982804509004]",1.5707989826104714,0.0,1
straight/3,389,1.9996493327511433,-1.7146001681158608e-09,"[83.12763466209627, -2.259982802752575]",1.570798982475144,0.0,1
straight/3,390,1.9996490302419345,-1.2569282201886758e-09,"[82.92766974394563, -2.2599828010304317]",1.570798982303175,0.0,1
straight/3,391,1.9996485999259537,-8.875949302426688e-10,"[82.72770486403748, -2.259982799975297]",1.5707989821128359,0.0,1
straight/3,392,1.999648171165957,-7.013431143377492e-10,"[82.52774002820334, -2.2599828000128754]",1.5707989819290187,0.0,1
straight/3,393,1.9996478728629623,-7.380330811578831e-10,"[82.32777522902472, -2.259982801234111]",1.5707989817757708,0.0,1
straight/3,394,1.99964779469326,-9.706807119235885e-10,"[82.12781044806331, -2.259982803368101]",1.5707989816690473,0.0,1
straight/3,395,1.9996479601488741,-1.313603180737346e-09,"[81.9278456614047, -2.259982805863708]",1.5707989816119194,0.0,1
straight/3,396,1.9996483194818058,-1.6481822953762584e-09,"[81.72788084684815, -2.259982808055433]",1.5707989815936279,0.0,1
straight/3,397,1.9996487646638663,-1.8585431358532853e-09,"[81.52791599058035, -2.2599828093636054]",1.5707989815928156,0.0,1
straight/3,398,1.9996491618728185,-1.8663897659154407e-09,"[81.32795109132685, -2.259982809468814]",1.5707989815839234,0.0,1
straight/3,399,1.9996493917162428,-1.654546539190249e-09,"[81.12798616073438, -2.2599828084081275]",1.5707989815448469,0.0,1
straight/3,400,1.9996493850996515,-1.2721365722404542e-09,"[80.92802121986986, -2.2599828065641407]",1.5707989814635663,0.0,1
straight/3,401,1.999649144011162,-8.198365132805957e-10,"[80.72805629288816, -2.2599828045501873]",1.5707989813417464,0.0,1
straight/3,402,1.9996487409146741,-4.19625246310156e-10,"[80.52809139977148, -2.259982803026227]",1.5707989811942078,0.0,1
straight/3,403,1.9996482969917295,-1.781391044444742e-10,"[80.32812655032205, -2.259982802500685]",1.5707989810444583,0.0,1
straight/3,404,1.9996479456964669,-1.546380610143251e-10,"[80.12816174121457, -2.2599828031778526]",1.570798980917611,0.0,1
straight/3,405,1.9996477926397975,-3.4319727979628247e-10,"[79.92819695699568, -2.2599828048966955]",1.5707989808328067,0.0,1
straight/3,406,1.9996478838294518,-6.745055777882805e-10,"[79.72823217473, -2.2599828071794015]",1.5707989807974545,0.0,1
straight/3,407,1.9996481918427211,-1.036696357867814e-09,"[79.52826737089586, -2.2599828093751726]",1.5707989808049765,0.0,1
straight/3,408,1.9996486240744602,-1.3089703347753984e-09,"[79.32830252845643, -2.2599828108559734]",1.5707989808367622,0.0,1
straight/3,409,1.999649050596172,-1.3978997392308535e-09,"[79.12833764198041, -2.2599828112054468]",1.5707989808677354,0.0,1
straight/3,410,1.9996493431975693,-1.2655038168737071e-09,"[78.92837271927378, -2.259982810344209]",1.5707989808738623,0.0,1
straight/3,411,1.9996494139263632,-9.40664051007881e-10,"[78.72840777903298, -2.259982808553865]",1.5707989808393508,0.0,1
straight/3,412,1.999649241517488,-5.104518536319071e-10,"[78.52844284522534, -2.2599828063925087]",1.5707989807613836,0.0,1
straight/3,413,1.9996488777936048,-9.394139491613991e-11,"[78.32847793988475, -2.259982804527183]",1.5707989806509175,0.0,1
straight/3,414,1.9996484320914962,1.9355743300307325e-10,"[78.12851307648812, -2.25998280353352]",1.5707989805293916,0.0,1
straight/3,415,1.9996480384038535,2.7516643272895033e-10,"[77.92854825590314, -2.2599828037229037]",1.5707989804222473,0.0,1
straight/3,416,1.999647815083017,1.3554259151781055e-10,"[77.7285834661269, -2.2599828050490354]",1.5707989803512605,0.0,1
straight/3,417,1.9996478292640145,-1.7451751855315487e-10,"[77.52861868589461, -2.2599828071219523]",1.5707989803279876,0.0,1
straight/3,418,1.9996480766750793,-5.533325443552047e-10,"[77.32865389107299, -2.2599828093253738]",1.5707989803502587,0.0,1
straight/3,419,1.9996484829308194,-8.788937004276904e-10,"[77.1286890619156, -2.259982811002014]",1.5707989804028128,0.0,1
straight/3,420,1.999648925900209,-1.0455226916884098e-09,"[76.9287241889984, -2.2599828116512413]",1.5707989804618563,0.0,1
straight/3,421,1.9996492724332289,-9.956237366683395e-10,"[76.72875927605176, -2.2599828110796483]",1.570798980502188,0.0,1
straight/3,422,1.999649418364418,-7.369890570420326e-10,"[76.52879433883838, -2.259982809459277]",1.5707989805047546,0.0,1
straight/3,423,1.9996493198249543,-3.404492940977828e-10,"[76.3288294004154, -2.2599828072760175]",1.570798980462353,0.0,1
straight/3,424,1.9996490064344958,8.142644863245238e-11,"[76.12886448420396, -2.2599828051836917]",1.570798980381766,0.0,1
straight/3,425,1.999648572393846,4.081560774431333e-10,"[75.92889960694882, -2.2599828038076266]",1.5707989802817177,0.0,1
straight/3,426,1.9996481481855792,5.475675210229926e-10,"[75.72893477368386, -2.2599828035568392]",1.5707989801872158,0.0,1
straight/3,427,1.999647861342217,4.635018777629715e-10,"[75.52896997621826, -2.259982804501196]",1.5707989801220197,0.0,1
straight/3,428,1.9996477980967602,1.866845447683852e-10,"[75.32900519559877, -2.2599828063504983]",1.5707989801014843,0.0,1
straight/3,429,1.9996479774534375,-1.9450708346185654e-10,"[75.12904040780816, -2.2599828085417673]",1.5707989801279325,0.0,1
straight/3,430,1.9996483454819907,-5.60590439435845e-10,"[74.92907559098613, -2.259982810408524]",1.5707989801899307,0.0,1
straight/3,431,1.9996487915479606,-7.9687983275691e-10,"[74.72911073200034, -2.259982811381141]",1.5707989802657107,0.0,1
straight/3,432,1.999649181557689,-8.279384403730374e-10,"[74.52914583039343, -2.2599828111581224]",1.5707989803296842,0.0,1
straight/3,433,1.9996493982830752,-6.402517454284286e-10,"[74.32918089851952, -2.2599828097967505]",1.570798980360129,0.0,1
straight/3,434,1.9996493765774042,-2.862673812942858e-10,"[74.1292159578307, -2.2599828076959594]",1.5707989803456828,0.0,1
straight/3,435,1.9996491229592084,1.313677085239732e-10,"[73.92925103242905, -2.2599828054764757]",1.5707989802887525,0.0,1
straight/3,436,1.9996487136639427,4.906644156630485e-10,"[73.72928614182186, -2.2599828037943324]",1.570798980204773,0.0,1
straight/3,437,1.9996482717319324,6.869566101762348e-10,"[73.5293212950569, -2.2599828031437537]",1.5707989801175581,0.0,1
straight/3,438,1.9996479300233099,6.643747973847383e-10,"[73.32935648800196, -2.259982803708704]",1.5707989800521145,0.0,1
straight/3,439,1.999647791262764,4.326223588332194e-10,"[73.12939170458655, -2.259982805307607]",1.570798980027139,0.0,1
straight/3,440,1.9996478971635014,6.407808102011571e-11,"[72.92942692163376, -2.259982807447987]",1.5707989800493707,0.0,1
straight/3,441,1.9996482158789672,-3.279514139897706e-10,"[72.72946211582858, -2.259982809474509]",1.570798980111556,0.0,1
straight/3,442,1.9996486515880978,-6.232830104624576e-10,"[72.52949727072671, -2.259982810765942]",1.5707989801946254,0.0,1
straight/3,443,1.99964907331364,-7.309537581237071e-10,"[72.32953238169723, -2.2599828109219238]",1.5707989802733924,0.0,1
straight/3,444,1.9996493542933993,-6.16562314931281e-10,"[72.12956745731363, -2.259982809883294]",1.5707989803241262,0.0,1
straight/3,445,1.9996494100624325,-3.125889097042254e-10,"[71.92960251677648, -2.2599828079499185]",1.5707989803316584,0.0,1
straight/3,446,1.9996492238590864,9.136469621896345e-11,"[71.72963758414211, -2.2599828056905844]",1.5707989802939402,0.0,1
straight/3,447,1.9996488516442166,4.755142478803218e-10,"[71.52967268109187, -2.259982803772087]",1.5707989802226443,0.0,1
straight/3,448,1.999648405313982,7.259008747978243e-10,"[71.32970782041411, -2.259982802758876]",1.570798980139642,0.0,1
straight/3,449,1.9996480190486636,7.686342448782782e-10,"[71.12974300215916, -2.2599828029434197]",1.5707989800704354,0.0,1
straight/3,450,1.9996478089680827,5.921129726735748e-10,"[70.92977821362368, -2.2599828042583576]",1.5707989800364717,0.0,1
straight/3,451,1.9996478382268035,2.505073277464338e-10,"[70.72981343316984, -2.2599828062967497]",1.5707989800487014,0.0,1
straight/3,452,1.9996480980226317,-1.5251266373069435e-10,"[70.529848636731, -2.259982808434391]",1.570798980104277,0.0,1
straight/3,453,1.999648510242665,-4.949310498139745e-10,"[70.32988380504699, -2.259982810017416]",1.570798980187404,0.0,1
straight/3,454,1.9996489509667328,-6.730399284956838e-10,"[70.12991892945332, -2.2599828105588333]",1.5707989802740698,0.0,1
straight/3,455,1.9996492877212606,-6.326055947887057e-10,"[69.9299540144848, -2.2599828098848813]",1.5707989803392577,0.0,1
straight/3,456,1.999649419276753,-3.8515975513059464e-10,"[69.72998907651194, -2.2599828081872686]",1.5707989803644555,0.0,1
straight/3,457,1.999649306088747,-4.526018739234303e-12,"[69.53002413882018, -2.2599828059655698]",1.57079898034321,0.0,1
straight/3,458,1.9996489821765735,3.9536248313693984e-10,"[69.3300592246109, -2.259982803877071]",1.5707989802830726,0.0,1
straight/3,459,1.999648544907212,6.947245078618691e-10,"[69.13009435002698, -2.259982802539279]",1.5707989802033027,0.0,1
straight/3,460,1.9996481257338452,8.039161556379347e-10,"[68.93012951929931, -2.2599828023443176]",1.5707989801290954,0.0,1
straight/3,461,1.9996478506755444,6.90382684690716e-10,"[68.73016472347425, -2.2599828033411082]",1.5707989800839952,0.0,1
straight/3,462,1.999647802421124,3.88438116400767e-10,"[68.53019994310536, -2.2599828052206625]",1.570798980082825,0.0,1
straight/3,463,1.9996479954657023,-1.103859440708277e-11,"[68.3302351541002, -2.2599828074089623]",1.5707989801272197,0.0,1
straight/3,464,1.9996483717706561,-3.879171682833509e-10,"[68.13027033496351, -2.2599828092394483]",1.5707989802051403,0.0,1
straight/3,465,1.999648818206102,-6.289095780787968e-10,"[67.93030547325893, -2.2599828101533608]",1.5707989802944795,0.0,1
straight/3,466,1.99964920057607,-6.616132028779784e-10,"[67.73034056934624, -2.2599828098676564]",1.5707989803697042,0.0,1
straight/3,467,1.999649403944676,-4.762621066042923e-10,"[67.53037563627271, -2.259982808460086]",1.5707989804095188,0.0,1
straight/3,468,1.999649367178348,-1.2866319168282388e-10,"[67.330410695851, -2.259982806345809]",1.5707989804032692,0.0,1
straight/3,469,1.9996491013246096,2.7658593496544904e-10,"[67.13044577210297, -2.2599828041526386]",1.5707989803541331,0.0,1
straight/3,470,1.9996486862966822,6.175313147028149e-10,"[66.9304808840388, -2.2599828025323507]",1.5707989802781672,0.0,1
straight/3,471,1.9996482468615124,7.91513210036515e-10,"[66.73051603994185, -2.2599828019648007]",1.5707989801994826,0.0,1
straight/3,472,1.9996479151218018,7.460258257370933e-10,"[66.53055123487775, -2.2599828026137336]",1.5707989801429885,0.0,1
straight/3,473,1.9996477908151202,4.944889095731495e-10,"[66.33058645217754, -2.259982804277545]",1.5707989801269182,0.0,1
straight/3,474,1.9996479113018857,1.1221991838633596e-10,"[66.13062166844936, -2.2599828064498872]",1.570798980157342,0.0,1
straight/3,475,1.9996482403514864,-2.8619956017892724e-10,"[65.93065686061132, -2.2599828084718294]",1.5707989802263436,0.0,1
straight/3,476,1.9996486790377859,-5.813575820410935e-10,"[65.7306920128303, -2.259982809729879]",1.5707989803143976,0.0,1
straight/3,477,1.999649095491095,-6.848901501260885e-10,"[65.53072712128069, -2.259982809840362]",1.5707989803962294,0.0,1
straight/3,478,1.9996493645294726,-5.660342693165318e-10,"[65.33076219529354, -2.2599828087647227]",1.5707989804484086,0.0,1
straight/3,479,1.9996494052847438,-2.608832951692808e-10,"[65.13079725455141, -2.259982806821085]",1.570798980456404,0.0,1
straight/3,480,1.9996492054972468,1.3848843233034877e-10,"[64.93083232317231, -2.2599828045886854]",1.5707989804189182,0.0,1
straight/3,481,1.9996488252248217,5.116740618668962e-10,"[64.7308674224602, -2.2599828027337363]",1.5707989803483078,0.0,1
straight/3,482,1.9996483787752097,7.461373181068426e-10,"[64.53090256450064, -2.259982801809239]",1.570798980266849,0.0,1
straight/3,483,1.9996480003670687,7.710247039402653e-10,"[64.3309377485268, -2.259982802088769]",1.5707989802000537,0.0,1
straight/3,484,1.9996478037640641,5.78458859408139e-10,"[64.13097296114951, -2.25998280348426]",1.5707989801690032,0.0,1
straight/3,485,1.9996478480628492,2.2590886828709696e-10,"[63.93100818038286, -2.259982805572473]",1.5707989801840088,0.0,1
straight/3,486,1.999648119939329,-1.81083588781393e-10,"[63.73104338225426, -2.2599828077221766]",1.5707989802415183,0.0,1
straight/3,487,1.9996485376525643,-5.20624239977028e-10,"[63.53107854801155, -2.25998280928384]",1.5707989803251867,0.0,1
straight/3,488,1.99964897563251,-6.910872867414188e-10,"[63.33111366975943, -2.259982809784851]",1.5707989804107745,0.0,1
straight/3,489,1.9996493022248534,-6.416575294217044e-10,"[63.131148752831834, -2.259982809071535]",1.5707989804734352,0.0,1
straight/3,490,1.9996494192611203,-3.876069175886378e-10,"[62.931183814188124, -2.259982807355327]",1.5707989804951898,0.0,1
straight/3,491,1.9996492915581527,-5.691288696566392e-12,"[62.731218877315406, -2.2599828051492348]",1.5707989804703153,0.0,1
straight/3,492,1.9996489574972987,3.8890976296697053e-10,"[62.5312539651689, -2.259982803113647]",1.570798980407075,0.0,1
straight/3,493,1.9996485174987377,6.772100145329355e-10,"[62.33128909327141, -2.259982801857857]",1.570798980325234,0.0,1
straight/3,494,1.9996481038356237,7.721800085581493e-10,"[62.13132426504623, -2.25998280175696]",1.5707989802501139,0.0,1
straight/3,495,1.9996478408707603,6.448958726605178e-10,"[61.931359470787406, -2.2599828028391156]",1.5707989802049902,0.0,1
straight/3,496,1.999647807656404,3.332264231622613e-10,"[61.73139469057764, -2.2599828047770743]",1.5707989802041045,0.0,1
straight/3,497,1.9996480141693247,-6.954055419443924e-11,"[61.531429900276684, -2.2599828069865313]",1.5707989802483764,0.0,1
straight/3,498,1.9996483983165376,-4.4274037726832505e-10,"[61.331465078778926, -2.259982808801714]",1.5707989803251359,0.0,1
straight/3,499,1.9996488446162637,-6.745855852663893e-10,"[61.131500214357736, -2.2599828096754666]",1.5707989804119216,0.0,1
straight/3,500,1.9996492189109094,-6.957666344075008e-10,"[60.93153530818953, -2.2599828093436813]",1.5707989804832372,0.0,1
straight/3,501,1.9996494086918086,-5.002732645847921e-10,"[60.731570373999546, -2.259982807904667]",1.5707989805182065,0.0,1
straight/3,502,1.9996493569124296,-1.472019607412135e-10,"[60.53160543393606, -2.2599828057896016]",1.5707989805068492,0.0,1
straight/3,503,1.9996490791308141,2.5700221696739106e-10,"[60.33164051191327, -2.259982803632932]",1.5707989804530846,0.0,1
straight/3,504,1.999648658847709,5.905408121693167e-10,"[60.13167562642275, -2.259982802081706]",1.570798980373549,0.0,1
straight/3,505,1.9996482224067602,7.528646101010665e-10,"[59.931710784974214, -2.259982801601111]",1.570798980292597,0.0,1
straight/3,506,1.9996479010161015,6.948867566555151e-10,"[59.73174598183708, -2.259982802334664]",1.5707989802349893,0.0,1
straight/3,507,1.999647791296867,4.337346866339216e-10,"[59.53178119976309, -2.2599828040610808]",1.5707989802184503,0.0,1
straight/3,508,1.9996479262261304,4.7600448284861534e-11,"[59.33181641517218, -2.259982806260777]",1.5707989802483449,0.0,1
straight/3,509,1.999648265230436,-3.4776075598691146e-10,"[59.13185160524187, -2.259982808272004]",1.57079898031607,0.0,1
straight/3,510,1.9996487063936823,-6.33811806197681e-10,"[58.931886754768, -2.259982809489733]",1.5707989804016327,0.0,1
straight/3,511,1.9996491171008266,-7.24858770509042e-10,"[58.731921860734495, -2.259982809547478]",1.5707989804796605,0.0,1
straight/3,512,1.9996493738979744,-5.938041871106523e-10,"[58.53195693321901, -2.259982808427423]",1.5707989805270284,0.0,1
straight/3,513,1.999649399593298,-2.80284879274063e-10,"[58.3319919923635, -2.2599828064657936]",1.5707989805298004,0.0,1
straight/3,514,1.9996491864589712,1.2123390025928308e-10,"[58.13202706232009, -2.2599828042517793]",1.5707989804874285,0.0,1
straight/3,515,1.999648798560289,4.898543691351315e-10,"[57.932062163991276, -2.2599828024504753]",1.5707989804129099,0.0,1
straight/3,516,1.9996483525014697,7.145784590850758e-10,"[57.73209730874615, -2.2599828016029933]",1.5707989803288829,0.0,1
straight/3,517,1.9996479823839366,7.276623877302016e-10,"[57.53213249500184, -2.259982801963841]",1.5707989802608273,0.0,1
straight/3,518,1.999647799475225,5.249724340505897e-10,"[57.33216770869896, -2.2599828034244287]",1.570798980229411,0.0,1
straight/3,519,1.9996478587600737,1.6722720845293592e-10,"[57.13220292752857, -2.2599828055457114]",1.5707989802442772,0.0,1
straight/3,520,1.9996481424045651,-2.3825451629884813e-10,"[56.93223812763955, -2.2599828076901174]",1.5707989803011542,0.0,1
straight/3,521,1.9996485651320974,-5.698012180217052e-10,"[56.73227329080898, -2.2599828092131697]",1.5707989803831313,0.0,1
straight/3,522,1.9996489998669875,-7.279545683574369e-10,"[56.53230840991949, -2.25998280965716]",1.5707989804657432,0.0,1
straight/3,523,1.9996493159297963,-6.653584675106912e-10,"[56.33234349109779, -2.259982808888705]",1.5707989805243212,0.0,1
straight/3,524,1.9996494183168079,-4.0098942481573404e-10,"[56.13237855187257, -2.25998280713883]",1.5707989805414055,0.0,1
straight/3,525,1.9996492762480937,-1.4451140120436048e-11,"[55.93241361590577, -2.259982804933539]",1.5707989805119906,0.0,1
straight/3,526,1.9996489324236726,3.779434995183678e-10,"[55.73244870588032, -2.259982802935713]",1.5707989804450375,0.0,1
straight/3,527,1.9996484901989757,6.581371342654414e-10,"[55.532483836681415, -2.259982801745914]",1.570798980360769,0.0,1
straight/3,528,1.999648082517205,7.417991616816024e-10,"[55.33251901092111, -2.259982801721882]",1.5707989802846025,0.0,1
straight/3,529,1.9996478319420756,6.036666889336151e-10,"[55.132554218152414, -2.259982802871024]",1.5707989802395148,0.0,1
straight/3,530,1.999647813801889,2.8513666196418516e-10,"[54.93258943801008, -2.2599828048481942]",1.5707989802391351,0.0,1
straight/3,531,1.9996480335401472,-1.1817439618258543e-10,"[54.73262464633364, -2.2599828070594237]",1.5707989802836486,0.0,1
straight/3,532,1.9996484250912137,-4.851734047578036e-10,"[54.53265982243102, -2.259982808840399]",1.5707989803597517,0.0,1
straight/3,533,1.9996488707443394,-7.056736499040132e-10,"[54.332694955298535, -2.259982809656136]",1.5707989804446372,0.0,1
straight/3,534,1.9996492365387581,-7.135077096090785e-10,"[54.13273004692763, -2.259982809261748]",1.5707989805128482,0.0,1
straight/3,535,1.9996494125209208,-5.064166706296721e-10,"[53.9327651117056, -2.2599828077760344]",1.5707989805439344,0.0,1
straight/3,536,1.9996493457917293,-1.4672626940210444e-10,"[53.73280017209099, -2.259982805645782]",1.5707989805285942,0.0,1
straight/3,537,1.9996490564034008,2.573893069750453e-10,"[53.532835251863084, -2.2599828035114884]",1.570798980471466,0.0,1
straight/3,538,1.9996486313454445,5.844097200306554e-10,"[53.33287036897393, -2.259982802014864]",1.5707989803897418,0.0,1
straight/3,539,1.999648198396096,7.359914952009327e-10,"[53.13290553015123, -2.259982801605979]",1.5707989803079987,0.0,1
straight/3,540,1.9996478877168677,6.665243997844723e-10,"[52.93294072887498, -2.259982802408019]",1.570798980250809,0.0,1
straight/3,541,1.999647792706583,3.9682812654583387e-10,"[52.732975947337515, -2.2599828041802446]",1.570798980235369,0.0,1
straight/3,542,1.9996479419206037,7.898296397854893e-12,"[52.53301116179752, -2.2599828063903535]",1.5707989802663254,0.0,1
straight/3,543,1.9996482904909467,-3.834368701439013e-10,"[52.33304634971784, -2.259982808374445]",1.5707989803343825,0.0,1
straight/3,544,1.999648733626654,-6.596244235034702e-10,"[52.13308149654054, -2.2599828095365444]",1.570798980419093,0.0,1
straight/3,545,1.999649138120807,-7.377129292765151e-10,"[51.93311660006216, -2.2599828095277146]",1.570798980495,0.0,1
straight/3,546,1.9996493823854027,-5.942815057891532e-10,"[51.733151671095264, -2.2599828083509195]",1.5707989805392883,0.0,1
straight/3,547,1.9996493929973311,-2.7247573406841803e-10,"[51.533186730218084, -2.2599828063601324]",1.5707989805386384,0.0,1
straight/3,548,1.9996491667627327,1.3095454292234577e-10,"[51.33322180158929, -2.259982804153948]",1.5707989804932347,0.0,1
straight/3,549,1.999648771684015,4.947398449150588e-10,"[51.13325690568617, -2.2599828023956943]",1.570798980416701,0.0,1
straight/3,550,1.9996483265247356,7.095279731271315e-10,"[50.93329205314862, -2.259982801614068]",1.5707989803320164,0.0,1
straight/3,551,1.9996479651156107,7.107514837335105e-10,"[50.733327241579815, -2.2599828020442634]",1.570798980264602,0.0,1
straight/3,552,1.9996477961072496,4.980249255876992e-10,"[50.533362456266325, -2.2599828035572735]",1.570798980234692,0.0,1
straight/3,553,1.9996478703042655,1.3525943355752716e-10,"[50.33339767460179, -2.2599828056986766]",1.57079898025125,0.0,1
straight/3,554,1.9996481653899187,-2.6854321782103117e-10,"[50.13343287288372, -2.259982807825192]",1.570798980309277,0.0,1
straight/3,555,1.999648592649999,-5.920510891590149e-10,"[49.93346803343907, -2.2599828092980085]",1.570798980391314,0.0,1
straight/3,556,1.9996490236431648,-7.38060858912633e-10,"[49.7335031499363, -2.259982809674767]",1.5707989804726852,0.0,1
straight/3,557,1.9996493288190358,-6.627110294727178e-10,"[49.53353822928763, -2.2599828088425045]",1.570798980528913,0.0,1
straight/3,558,1.999649416444527,-3.8865955818631953e-10,"[49.33357328957092, -2.2599828070516064]",1.570798980543071,0.0,1
straight/3,559,1.9996492601770441,1.7229577828224214e-12,"[49.133608354595864, -2.259982804840546]",1.5707989805108744,0.0,1
straight/3,560,1.9996489069841172,3.9110872249916036e-10,"[48.933643446747304, -2.259982802874058]",1.5707989804419675,0.0,1
straight/3,561,1.9996484630384799,6.62475720421836e-10,"[48.733678580256075, -2.259982801743365]",1.5707989803570226,0.0,1
straight/3,562,1.9996480618013266,7.342747331397058e-10,"[48.53371375692022, -2.2599828017885044]",1.570798980281528,0.0,1
straight/3,563,1.9996478238987276,5.849324589633398e-10,"[48.33374896556391, -2.259982802996132]",1.570798980238134,0.0,1
straight/3,564,1.999647820848343,2.5933350835041605e-10,"[48.13378418539728, -2.2599828050035344]",1.5707989802398454,0.0,1
straight/3,565,1.9996480535589847,-1.446730271401638e-10,"[47.93381939226723, -2.2599828072076344]",1.5707989802861193,0.0,1
straight/3,566,1.9996484520619995,-5.056730536393901e-10,"[47.733854565918726, -2.2599828089462397]",1.5707989803630191,0.0,1
straight/3,567,1.9996488965597763,-7.151799384730698e-10,"[47.53388969608334, -2.259982809697044]",1.5707989804474083,0.0,1
straight/3,568,1.9996492534404324,-7.102350264316795e-10,"[47.333924785565, -2.259982809234601]",1.5707989805138998,0.0,1
straight/3,569,1.9996494154284588,-4.923219695025047e-10,"[47.133959849396525, -2.259982807698085]",1.5707989805424782,0.0,1
straight/3,570,1.9996493338297459,-1.2693113685699223e-10,"[46.93399491032091, -2.2599828055494458]",1.570798980524528,0.0,1
straight/3,571,1.9996490331679495,2.761359787759606e-10,"[46.73402999195548, -2.259982803434596]",1.5707989804654066,0.0,1
straight/3,572,1.9996486038197319,5.957543773933014e-10,"[46.534065111692435, -2.259982801989272]",1.5707989803828488,0.0,1
straight/3,573,1.9996481748579427,7.358843511730739e-10,"[46.33410027546999, -2.259982801647997]",1.5707989803016262,0.0,1
straight/3,574,1.9996478752411526,6.544273171871713e-10,"[46.13413547598648, -2.259982802513483]",1.5707989802461118,0.0,1
straight/3,575,1.999647795042847,3.758771453488222e-10,"[45.934170694895265, -2.259982804325772]",1.5707989802329534,0.0,1
straight/3,576,1.9996479583668314,-1.6045396091951636e-11,"[45.73420590832088, -2.2599828065403567]",1.5707989802660765,0.0,1
straight/3,577,1.9996483161024652,-4.0355300357289213e-10,"[45.53424109403727, -2.2599828084918174]",1.5707989803355038,0.0,1
straight/3,578,1.999648760704727,-6.701834747710667e-10,"[45.33427623814899, -2.2599828095938124]",1.570798980420346,0.0,1
straight/3,579,1.9996491585240364,-7.358037152945623e-10,"[45.13431133926752, -2.2599828095152863]",1.570798980495083,0.0,1
straight/3,580,1.999649389983232,-5.806869047930466e-10,"[44.934346408927766, -2.259982808279964]",1.5707989805372293,0.0,1
straight/3,581,1.9996493855053707,-2.514472745690918e-10,"[44.73438146812064, -2.2599828062592104]",1.570798980534098,0.0,1
